fips,name,state,county
19003,Adams County,IA,adams county
19005,Allamakee County,IA,allamakee county
19007,Appanoose County,IA,appanoose county
19009,Audubon County,IA,audubon county
19011,Benton County,IA,benton county
19013,Black Hawk County,IA,black hawk county
19015,Boone County,IA,boone county
19017,Bremer County,IA,bremer county
19019,Buchanan County,IA,buchanan county
19021,Buena Vista County,IA,buena vista county
19023,Butler County,IA,butler county
19025,Calhoun County,IA,calhoun county
19027,Carroll County,IA,carroll county
19029,Cass County,IA,cass county
19031,Cedar County,IA,cedar county
19033,Cerro Gordo County,IA,cerro gordo county
19035,Cherokee County,IA,cherokee county
19037,Chickasaw County,IA,chickasaw county
19039,Clarke County,IA,clarke county
19041,Clay County,IA,clay county
19043,Clayton County,IA,clayton county
19045,Clinton County,IA,clinton county
19047,Crawford County,IA,crawford county
19049,Dallas County,IA,dallas county
19051,Davis County,IA,davis county
19053,Decatur County,IA,decatur county
19055,Delaware County,IA,delaware county
19057,Des Moines County,IA,des moines county
19059,Dickinson County,IA,dickinson county
19061,Dubuque County,IA,dubuque county
19063,Emmet County,IA,emmet county
19065,Fayette County,IA,fayette county
19067,Floyd County,IA,floyd county
19069,Franklin County,IA,franklin county
19071,Fremont County,IA,fremont county
19073,Greene County,IA,greene county
19075,Grundy County,IA,grundy county
19077,Guthrie County,IA,guthrie county
19079,Hamilton County,IA,hamilton county
19081,Hancock County,IA,hancock county
19083,Hardin County,IA,hardin county
19085,Harrison County,IA,harrison county
19087,Henry County,IA,henry county
19089,Howard County,IA,howard county
19091,Humboldt County,IA,humboldt county
19093,Ida County,IA,ida county
19095,Iowa County,IA,iowa county
19097,Jackson County,IA,jackson county
19099,Jasper County,IA,jasper county
19101,Jefferson County,IA,jefferson county
19103,Johnson County,IA,johnson county
19105,Jones County,IA,jones county
19107,Keokuk County,IA,keokuk county
19109,Kossuth County,IA,kossuth county
19111,Lee County,IA,lee county
19113,Linn County,IA,linn county
19115,Louisa County,IA,louisa county
19117,Lucas County,IA,lucas county
19119,Lyon County,IA,lyon county
19121,Madison County,IA,madison county
19123,Mahaska County,IA,mahaska county
19125,Marion County,IA,marion county
19127,Marshall County,IA,marshall county
19129,Mills County,IA,mills county
19131,Mitchell County,IA,mitchell county
19133,Monona County,IA,monona county
19135,Monroe County,IA,monroe county
19137,Montgomery County,IA,montgomery county
19139,Muscatine County,IA,muscatine county
19141,O'Brien County,IA,o'brien county
19143,Osceola County,IA,osceola county
19145,Page County,IA,page county
19147,Palo Alto County,IA,palo alto county
19149,Plymouth County,IA,plymouth county
19151,Pocahontas County,IA,pocahontas county
19153,Polk County,IA,polk county
19155,Pottawattamie County,IA,pottawattamie county
19157,Poweshiek County,IA,poweshiek county
19159,Ringgold County,IA,ringgold county
19161,Sac County,IA,sac county
19163,Scott County,IA,scott county
19165,Shelby County,IA,shelby county
19167,Sioux County,IA,sioux county
19169,Story County,IA,story county
19171,Tama County,IA,tama county
19173,Taylor County,IA,taylor county
19175,Union County,IA,union county
19177,Van Buren County,IA,van buren county
19179,Wapello County,IA,wapello county
19181,Warren County,IA,warren county
19183,Washington County,IA,washington county
19185,Wayne County,IA,wayne county
19187,Webster County,IA,webster county
19189,Winnebago County,IA,winnebago county
19191,Winneshiek County,IA,winneshiek county
19193,Woodbury County,IA,woodbury county
19195,Worth County,IA,worth county
19197,Wright County,IA,wright county
20000,KANSAS,,kansas
20001,Allen County,KS,allen county
20003,Anderson County,KS,anderson county
20005,Atchison County,KS,atchison county
20007,Barber County,KS,barber county
20009,Barton County,KS,barton county
20011,Bourbon County,KS,bourbon county
20013,Brown County,KS,brown county
20015,Butler County,KS,butler county
20017,Chase County,KS,chase county
20019,Chautauqua County,KS,chautauqua county
20021,Cherokee County,KS,cherokee county
20023,Cheyenne County,KS,cheyenne county
20025,Clark County,KS,clark county
20027,Clay County,KS,clay county
20029,Cloud County,KS,cloud county
20031,Coffey County,KS,coffey county
20033,Comanche County,KS,comanche county
20035,Cowley County,KS,cowley county
20037,Crawford County,KS,crawford county
20039,Decatur County,KS,decatur county
20041,Dickinson County,KS,dickinson county
20043,Doniphan County,KS,doniphan county
20045,Douglas County,KS,douglas county
20047,Edwards County,KS,edwards county
20049,Elk County,KS,elk county
20051,Ellis County,KS,ellis county
20053,Ellsworth County,KS,ellsworth county
20055,Finney County,KS,finney county
20057,Ford County,KS,ford county
20059,Franklin County,KS,franklin county
20061,Geary County,KS,geary county
20063,Gove County,KS,gove county
20065,Graham County,KS,graham county
20067,Grant County,KS,grant county
20069,Gray County,KS,gray county
20071,Greeley County,KS,greeley county
20073,Greenwood County,KS,greenwood county
20075,Hamilton County,KS,hamilton county
20077,Harper County,KS,harper county
20079,Harvey County,KS,harvey county
20081,Haskell County,KS,haskell county
20083,Hodgeman County,KS,hodgeman county
20085,Jackson County,KS,jackson county
20087,Jefferson County,KS,jefferson county
20089,Jewell County,KS,jewell county
20091,Johnson County,KS,johnson county
20093,Kearny County,KS,kearny county
20095,Kingman County,KS,kingman county
20097,Kiowa County,KS,kiowa county
20099,Labette County,KS,labette county
20101,Lane County,KS,lane county
20103,Leavenworth County,KS,leavenworth county
20105,Lincoln County,KS,lincoln county
20107,Linn County,KS,linn county
20109,Logan County,KS,logan county
20111,Lyon County,KS,lyon county
20113,McPherson County,KS,mcpherson county
20115,Marion County,KS,marion county
20117,Marshall County,KS,marshall county
20119,Meade County,KS,meade county
20121,Miami County,KS,miami county
20123,Mitchell County,KS,mitchell county
20125,Montgomery County,KS,montgomery county
20127,Morris County,KS,morris county
20129,Morton County,KS,morton county
20131,Nemaha County,KS,nemaha county
20133,Neosho County,KS,neosho county
20135,Ness County,KS,ness county
20137,Norton County,KS,norton county
20139,Osage County,KS,osage county
20141,Osborne County,KS,osborne county
20143,Ottawa County,KS,ottawa county
20145,Pawnee County,KS,pawnee county
20147,Phillips County,KS,phillips county
20149,Pottawatomie County,KS,pottawatomie county
20151,Pratt County,KS,pratt county
20153,Rawlins County,KS,rawlins county
20155,Reno County,KS,reno county
20157,Republic County,KS,republic county
20159,Rice County,KS,rice county
20161,Riley County,KS,riley county
20163,Rooks County,KS,rooks county
20165,Rush County,KS,rush county
20167,Russell County,KS,russell county
20169,Saline County,KS,saline county
20171,Scott County,KS,scott county
20173,Sedgwick County,KS,sedgwick county
20175,Seward County,KS,seward county
20177,Shawnee County,KS,shawnee county
20179,Sheridan County,KS,sheridan county
20181,Sherman County,KS,sherman county
20183,Smith County,KS,smith county
20185,Stafford County,KS,stafford county
20187,Stanton County,KS,stanton county
20189,Stevens County,KS,stevens county
20191,Sumner County,KS,sumner county
20193,Thomas County,KS,thomas county
20195,Trego County,KS,trego county
20197,Wabaunsee County,KS,wabaunsee county
20199,Wallace County,KS,wallace county
20201,Washington County,KS,washington county
20203,Wichita County,KS,wichita county
20205,Wilson County,KS,wilson county
20207,Woodson County,KS,woodson county
20209,Wyandotte County,KS,wyandotte county
21000,KENTUCKY,,kentucky
21001,Adair County,KY,adair county
21003,Allen County,KY,allen county
21005,Anderson County,KY,anderson county
21007,Ballard County,KY,ballard county
21009,Barren County,KY,barren county
21011,Bath County,KY,bath county
21013,Bell County,KY,bell county
21015,Boone County,KY,boone county
21017,Bourbon County,KY,bourbon county
21019,Boyd County,KY,boyd county
21021,Boyle County,KY,boyle county
21023,Bracken County,KY,bracken county
21025,Breathitt County,KY,breathitt county
21027,Breckinridge County,KY,breckinridge county
21029,Bullitt County,KY,bullitt county
21031,Butler County,KY,butler county
21033,Caldwell County,KY,caldwell county
21035,Calloway County,KY,calloway county
21037,Campbell County,KY,campbell county
21039,Carlisle County,KY,carlisle county
21041,Carroll County,KY,carroll county
21043,Carter County,KY,carter county
21045,Casey County,KY,casey county
21047,Christian County,KY,christian county
21049,Clark County,KY,clark county
21051,Clay County,KY,clay county
21053,Clinton County,KY,clinton county
21055,Crittenden County,KY,crittenden county
21057,Cumberland County,KY,cumberland county
21059,Daviess County,KY,daviess county
21061,Edmonson County,KY,edmonson county
21063,Elliott County,KY,elliott county
21065,Estill County,KY,estill county
21067,Fayette County,KY,fayette county
21069,Fleming County,KY,fleming county
21071,Floyd County,KY,floyd county
21073,Franklin County,KY,franklin county
21075,Fulton County,KY,fulton county
21077,Gallatin County,KY,gallatin county
21079,Garrard County,KY,garrard county
21081,Grant County,KY,grant county
21083,Graves County,KY,graves county
21085,Grayson County,KY,grayson county
21087,Green County,KY,green county
21089,Greenup County,KY,greenup county
21091,Hancock County,KY,hancock county
21093,Hardin County,KY,hardin county
21095,Harlan County,KY,harlan county
21097,Harrison County,KY,harrison county
21099,Hart County,KY,hart county
21101,Henderson County,KY,henderson county
21103,Henry County,KY,henry county
21105,Hickman County,KY,hickman county
21107,Hopkins County,KY,hopkins county
21109,Jackson County,KY,jackson county
21111,Jefferson County,KY,jefferson county
21113,Jessamine County,KY,jessamine county
21115,Johnson County,KY,johnson county
21117,Kenton County,KY,kenton county
21119,Knott County,KY,knott county
21121,Knox County,KY,knox county
21123,Larue County,KY,larue county
21125,Laurel County,KY,laurel county
21127,Lawrence County,KY,lawrence county
21129,Lee County,KY,lee county
21131,Leslie County,KY,leslie county
21133,Letcher County,KY,letcher county
21135,Lewis County,KY,lewis county
21137,Lincoln County,KY,lincoln county
21139,Livingston County,KY,livingston county
21141,Logan County,KY,logan county
21143,Lyon County,KY,lyon county
21145,McCracken County,KY,mccracken county
21147,McCreary County,KY,mccreary county
21149,McLean County,KY,mclean county
21151,Madison County,KY,madison county
21153,Magoffin County,KY,magoffin county
21155,Marion County,KY,marion county
21157,Marshall County,KY,marshall county
21159,Martin County,KY,martin county
21161,Mason County,KY,mason county
21163,Meade County,KY,meade county
21165,Menifee County,KY,menifee county
21167,Mercer County,KY,mercer county
21169,Metcalfe County,KY,metcalfe county
21171,Monroe County,KY,monroe county
21173,Montgomery County,KY,montgomery county
21175,Morgan County,KY,morgan county
21177,Muhlenberg County,KY,muhlenberg county
21179,Nelson County,KY,nelson county
21181,Nicholas County,KY,nicholas county
21183,Ohio County,KY,ohio county
21185,Oldham County,KY,oldham county
21187,Owen County,KY,owen county
21189,Owsley County,KY,owsley county
21191,Pendleton County,KY,pendleton county
21193,Perry County,KY,perry county
21195,Pike County,KY,pike county
21197,Powell County,KY,powell county
21199,Pulaski County,KY,pulaski county
21201,Robertson County,KY,robertson county
21203,Rockcastle County,KY,rockcastle county
21205,Rowan County,KY,rowan county
21207,Russell County,KY,russell county
21209,Scott County,KY,scott county
21211,Shelby County,KY,shelby county
21213,Simpson County,KY,simpson county
21215,Spencer County,KY,spencer county
21217,Taylor County,KY,taylor county
21219,Todd County,KY,todd county
21221,Trigg County,KY,trigg county
21223,Trimble County,KY,trimble county
21225,Union County,KY,union county
21227,Warren County,KY,warren county
21229,Washington County,KY,washington county
21231,Wayne County,KY,wayne county
21233,Webster County,KY,webster county
21235,Whitley County,KY,whitley county
21237,Wolfe County,KY,wolfe county
21239,Woodford County,KY,woodford county
22000,LOUISIANA,,louisiana
22001,Acadia Parish,LA,acadia parish
22003,Allen Parish,LA,allen parish
22005,Ascension Parish,LA,ascension parish
22007,Assumption Parish,LA,assumption parish
22009,Avoyelles Parish,LA,avoyelles parish
22011,Beauregard Parish,LA,beauregard parish
22013,Bienville Parish,LA,bienville parish
22015,Bossier Parish,LA,bossier parish
22017,Caddo Parish,LA,caddo parish
22019,Calcasieu Parish,LA,calcasieu parish
22021,Caldwell Parish,LA,caldwell parish
22023,Cameron Parish,LA,cameron parish
22025,Catahoula Parish,LA,catahoula parish
22027,Claiborne Parish,LA,claiborne parish
22029,Concordia Parish,LA,concordia parish
22031,De Soto Parish,LA,de soto parish
22033,East Baton Rouge Parish,LA,east baton rouge parish
22035,East Carroll Parish,LA,east carroll parish
22037,East Feliciana Parish,LA,east feliciana parish
22039,Evangeline Parish,LA,evangeline parish
22041,Franklin Parish,LA,franklin parish
22043,Grant Parish,LA,grant parish
22045,Iberia Parish,LA,iberia parish
22047,Iberville Parish,LA,iberville parish
22049,Jackson Parish,LA,jackson parish
22051,Jefferson Parish,LA,jefferson parish
22053,Jefferson Davis Parish,LA,jefferson davis parish
22055,Lafayette Parish,LA,lafayette parish
22057,Lafourche Parish,LA,lafourche parish
22059,La Salle Parish,LA,la salle parish
22061,Lincoln Parish,LA,lincoln parish
22063,Livingston Parish,LA,livingston parish
22065,Madison Parish,LA,madison parish
22067,Morehouse Parish,LA,morehouse parish
22069,Natchitoches Parish,LA,natchitoches parish
22071,Orleans Parish,LA,orleans parish
22073,Ouachita Parish,LA,ouachita parish
22075,Plaquemines Parish,LA,plaquemines parish
22077,Pointe Coupee Parish,LA,pointe coupee parish
22079,Rapides Parish,LA,rapides parish
22081,Red River Parish,LA,red river parish
22083,Richland Parish,LA,richland parish
22085,Sabine Parish,LA,sabine parish
22087,St. Bernard Parish,LA,st. bernard parish
22089,St. Charles Parish,LA,st. charles parish
22091,St. Helena Parish,LA,st. helena parish
22093,St. James Parish,LA,st. james parish
22095,St. John the Baptist Parish,LA,st. john the baptist parish
22097,St. Landry Parish,LA,st. landry parish
22099,St. Martin Parish,LA,st. martin parish
22101,St. Mary Parish,LA,st. mary parish
22103,St. Tammany Parish,LA,st. tammany parish
22105,Tangipahoa Parish,LA,tangipahoa parish
22107,Tensas Parish,LA,tensas parish
22109,Terrebonne Parish,LA,terrebonne parish
22111,Union Parish,LA,union parish
22113,Vermilion Parish,LA,vermilion parish
22115,Vernon Parish,LA,vernon parish
22117,Washington Parish,LA,washington parish
22119,Webster Parish,LA,webster parish
22121,West Baton Rouge Parish,LA,west baton rouge parish
22123,West Carroll Parish,LA,west carroll parish
22125,West Feliciana Parish,LA,west feliciana parish
22127,Winn Parish,LA,winn parish
23000,MAINE,,maine
23001,Androscoggin County,ME,androscoggin county
23003,Aroostook County,ME,aroostook county
23005,Cumberland County,ME,cumberland county
23007,Franklin County,ME,franklin county
23009,Hancock County,ME,hancock county
23011,Kennebec County,ME,kennebec county
23013,Knox County,ME,knox county
23015,Lincoln County,ME,lincoln county
23017,Oxford County,ME,oxford county
23019,Penobscot County,ME,penobscot county
23021,Piscataquis County,ME,piscataquis county
23023,Sagadahoc County,ME,sagadahoc county
23025,Somerset County,ME,somerset county
23027,Waldo County,ME,waldo county
23029,Washington County,ME,washington county
23031,York County,ME,york county
24000,MARYLAND,,maryland
24001,Allegany County,MD,allegany county
24003,Anne Arundel County,MD,anne arundel county
24005,Baltimore County,MD,baltimore county
24009,Calvert County,MD,calvert county
24011,Caroline County,MD,caroline county
24013,Carroll County,MD,carroll county
24015,Cecil County,MD,cecil county
24017,Charles County,MD,charles county
24019,Dorchester County,MD,dorchester county
24021,Frederick County,MD,frederick county
24023,Garrett County,MD,garrett county
24025,Harford County,MD,harford county
24027,Howard County,MD,howard county
24029,Kent County,MD,kent county
24031,Montgomery County,MD,montgomery county
24033,Prince George's County,MD,prince george's county
24035,Queen Anne's County,MD,queen anne's county
24037,St. Mary's County,MD,st. mary's county
24039,Somerset County,MD,somerset county
24041,Talbot County,MD,talbot county
24043,Washington County,MD,washington county
24045,Wicomico County,MD,wicomico county
24047,Worcester County,MD,worcester county
24510,Baltimore city,MD,baltimore city
25000,MASSACHUSETTS,,massachusetts
25001,Barnstable County,MA,barnstable county
25003,Berkshire County,MA,berkshire county
25005,Bristol County,MA,bristol county
25007,Dukes County,MA,dukes county
25009,Essex County,MA,essex county
25011,Franklin County,MA,franklin county
25013,Hampden County,MA,hampden county
25015,Hampshire County,MA,hampshire county
25017,Middlesex County,MA,middlesex county
25019,Nantucket County,MA,nantucket county
25021,Norfolk County,MA,norfolk county
25023,Plymouth County,MA,plymouth county
25025,Suffolk County,MA,suffolk county
25027,Worcester County,MA,worcester county
26000,MICHIGAN,,michigan
26001,Alcona County,MI,alcona county
26003,Alger County,MI,alger county
26005,Allegan County,MI,allegan county
26007,Alpena County,MI,alpena county
26009,Antrim County,MI,antrim county
26011,Arenac County,MI,arenac county
26013,Baraga County,MI,baraga county
26015,Barry County,MI,barry county
26017,Bay County,MI,bay county
26019,Benzie County,MI,benzie county
26021,Berrien County,MI,berrien county
26023,Branch County,MI,branch county
26025,Calhoun County,MI,calhoun county
26027,Cass County,MI,cass county
26029,Charlevoix County,MI,charlevoix county
26031,Cheboygan County,MI,cheboygan county
26033,Chippewa County,MI,chippewa county
26035,Clare County,MI,clare county
26037,Clinton County,MI,clinton county
26039,Crawford County,MI,crawford county
26041,Delta County,MI,delta county
26043,Dickinson County,MI,dickinson county
26045,Eaton County,MI,eaton county
26047,Emmet County,MI,emmet county
26049,Genesee County,MI,genesee county
26051,Gladwin County,MI,gladwin county
26053,Gogebic County,MI,gogebic county
26055,Grand Traverse County,MI,grand traverse county
26057,Gratiot County,MI,gratiot county
26059,Hillsdale County,MI,hillsdale county
26061,Houghton County,MI,houghton county
26063,Huron County,MI,huron county
26065,Ingham County,MI,ingham county
26067,Ionia County,MI,ionia county
26069,Iosco County,MI,iosco county
26071,Iron County,MI,iron county
26073,Isabella County,MI,isabella county
26075,Jackson County,MI,jackson county
26077,Kalamazoo County,MI,kalamazoo county
26079,Kalkaska County,MI,kalkaska county
26081,Kent County,MI,kent county
26083,Keweenaw County,MI,keweenaw county
26085,Lake County,MI,lake county
26087,Lapeer County,MI,lapeer county
26089,Leelanau County,MI,leelanau county
26091,Lenawee County,MI,lenawee county
26093,Livingston County,MI,livingston county
26095,Luce County,MI,luce county
26097,Mackinac County,MI,mackinac county
26099,Macomb County,MI,macomb county
26101,Manistee County,MI,manistee county
26103,Marquette County,MI,marquette county
26105,Mason County,MI,mason county
26107,Mecosta County,MI,mecosta county
26109,Menominee County,MI,menominee county
26111,Midland County,MI,midland county
26113,Missaukee County,MI,missaukee county
26115,Monroe County,MI,monroe county
26117,Montcalm County,MI,montcalm county
26119,Montmorency County,MI,montmorency county
26121,Muskegon County,MI,muskegon county
26123,Newaygo County,MI,newaygo county
26125,Oakland County,MI,oakland county
26127,Oceana County,MI,oceana county
26129,Ogemaw County,MI,ogemaw county
26131,Ontonagon County,MI,ontonagon county
26133,Osceola County,MI,osceola county
26135,Oscoda County,MI,oscoda county
26137,Otsego County,MI,otsego county
26139,Ottawa County,MI,ottawa county
26141,Presque Isle County,MI,presque isle county
26143,Roscommon County,MI,roscommon county
26145,Saginaw County,MI,saginaw county
26147,St. Clair County,MI,st. clair county
26149,St. Joseph County,MI,st. joseph county
26151,Sanilac County,MI,sanilac county
26153,Schoolcraft County,MI,schoolcraft county
26155,Shiawassee County,MI,shiawassee county
26157,Tuscola County,MI,tuscola county
26159,Van Buren County,MI,van buren county
26161,Washtenaw County,MI,washtenaw county
26163,Wayne County,MI,wayne county
26165,Wexford County,MI,wexford county
27000,MINNESOTA,,minnesota
27001,Aitkin County,MN,aitkin county
27003,Anoka County,MN,anoka county
27005,Becker County,MN,becker county
27007,Beltrami County,MN,beltrami county
27009,Benton County,MN,benton county
27011,Big Stone County,MN,big stone county
27013,Blue Earth County,MN,blue earth county
27015,Brown County,MN,brown county
27017,Carlton County,MN,carlton county
27019,Carver County,MN,carver county
27021,Cass County,MN,cass county
27023,Chippewa County,MN,chippewa county
27025,Chisago County,MN,chisago county
27027,Clay County,MN,clay county
27029,Clearwater County,MN,clearwater county
27031,Cook County,MN,cook county
27033,Cottonwood County,MN,cottonwood county
27035,Crow Wing County,MN,crow wing county
27037,Dakota County,MN,dakota county
27039,Dodge County,MN,dodge county
27041,Douglas County,MN,douglas county
27043,Faribault County,MN,faribault county
27045,Fillmore County,MN,fillmore county
27047,Freeborn County,MN,freeborn county
27049,Goodhue County,MN,goodhue county
27051,Grant County,MN,grant county
27053,Hennepin County,MN,hennepin county
27055,Houston County,MN,houston county
27057,Hubbard County,MN,hubbard county
27059,Isanti County,MN,isanti county
27061,Itasca County,MN,itasca county
27063,Jackson County,MN,jackson county
27065,Kanabec County,MN,kanabec county
27067,Kandiyohi County,MN,kandiyohi county
27069,Kittson County,MN,kittson county
27071,Koochiching County,MN,koochiching county
27073,Lac qui Parle County,MN,lac qui parle county
27075,Lake County,MN,lake county
27077,Lake of the Woods County,MN,lake of the woods county
27079,Le Sueur County,MN,le sueur county
27081,Lincoln County,MN,lincoln county
27083,Lyon County,MN,lyon county
27085,McLeod County,MN,mcleod county
27087,Mahnomen County,MN,mahnomen county
27089,Marshall County,MN,marshall county
27091,Martin County,MN,martin county
27093,Meeker County,MN,meeker county
27095,Mille Lacs County,MN,mille lacs county
27097,Morrison County,MN,morrison county
27099,Mower County,MN,mower county
27101,Murray County,MN,murray county
27103,Nicollet County,MN,nicollet county
27105,Nobles County,MN,nobles county
27107,Norman County,MN,norman county
27109,Olmsted County,MN,olmsted county
27111,Otter Tail County,MN,otter tail county
27113,Pennington County,MN,pennington county
27115,Pine County,MN,pine county
27117,Pipestone County,MN,pipestone county
27119,Polk County,MN,polk county
27121,Pope County,MN,pope county
27123,Ramsey County,MN,ramsey county
27125,Red Lake County,MN,red lake county
27127,Redwood County,MN,redwood county
27129,Renville County,MN,renville county
27131,Rice County,MN,rice county
27133,Rock County,MN,rock county
27135,Roseau County,MN,roseau county
27137,St. Louis County,MN,st. louis county
27139,Scott County,MN,scott county
27141,Sherburne County,MN,sherburne county
27143,Sibley County,MN,sibley county
27145,Stearns County,MN,stearns county
27147,Steele County,MN,steele county
27149,Stevens County,MN,stevens county
27151,Swift County,MN,swift county
27153,Todd County,MN,todd county
27155,Traverse County,MN,traverse county
27157,Wabasha County,MN,wabasha county
27159,Wadena County,MN,wadena county
27161,Waseca County,MN,waseca county
27163,Washington County,MN,washington county
27165,Watonwan County,MN,watonwan county
27167,Wilkin County,MN,wilkin county
27169,Winona County,MN,winona county
27171,Wright County,MN,wright county
27173,Yellow Medicine County,MN,yellow medicine county
28000,MISSISSIPPI,,mississippi
28001,Adams County,MS,adams county
28003,Alcorn County,MS,alcorn county
28005,Amite County,MS,amite county
28007,Attala County,MS,attala county
28009,Benton County,MS,benton county
28011,Bolivar County,MS,bolivar county
28013,Calhoun County,MS,calhoun county
28015,Carroll County,MS,carroll county
28017,Chickasaw County,MS,chickasaw county
28019,Choctaw County,MS,choctaw county
28021,Claiborne County,MS,claiborne county
28023,Clarke County,MS,clarke county
28025,Clay County,MS,clay county
28027,Coahoma County,MS,coahoma county
28029,Copiah County,MS,copiah county
28031,Covington County,MS,covington county
28033,DeSoto County,MS,desoto county
28035,Forrest County,MS,forrest county
28037,Franklin County,MS,franklin county
28039,George County,MS,george county
28041,Greene County,MS,greene county
28043,Grenada County,MS,grenada county
28045,Hancock County,MS,hancock county
28047,Harrison County,MS,harrison county
28049,Hinds County,MS,hinds county
28051,Holmes County,MS,holmes county
28053,Humphreys County,MS,humphreys county
28055,Issaquena County,MS,issaquena county
28057,Itawamba County,MS,itawamba county
28059,Jackson County,MS,jackson county
28061,Jasper County,MS,jasper county
28063,Jefferson County,MS,jefferson county
28065,Jefferson Davis County,MS,jefferson davis county
28067,Jones County,MS,jones county
28069,Kemper County,MS,kemper county
28071,Lafayette County,MS,lafayette county
28073,Lamar County,MS,lamar county
28075,Lauderdale County,MS,lauderdale county
28077,Lawrence County,MS,lawrence county
28079,Leake County,MS,leake county
28081,Lee County,MS,lee county
28083,Leflore County,MS,leflore county
28085,Lincoln County,MS,lincoln county
28087,Lowndes County,MS,lowndes county
28089,Madison County,MS,madison county
28091,Marion County,MS,marion county
28093,Marshall County,MS,marshall county
28095,Monroe County,MS,monroe county
28097,Montgomery County,MS,montgomery county
28099,Neshoba County,MS,neshoba county
28101,Newton County,MS,newton county
28103,Noxubee County,MS,noxubee county
28105,Oktibbeha County,MS,oktibbeha county
28107,Panola County,MS,panola county
28109,Pearl River County,MS,pearl river county
28111,Perry County,MS,perry county
28113,Pike County,MS,pike county
28115,Pontotoc County,MS,pontotoc county
28117,Prentiss County,MS,prentiss county
28119,Quitman County,MS,quitman county
28121,Rankin County,MS,rankin county
28123,Scott County,MS,scott county
28125,Sharkey County,MS,sharkey county
28127,Simpson County,MS,simpson county
28129,Smith County,MS,smith county
28131,Stone County,MS,stone county
28133,Sunflower County,MS,sunflower county
28135,Tallahatchie County,MS,tallahatchie county
28137,Tate County,MS,tate county
28139,Tippah County,MS,tippah county
28141,Tishomingo County,MS,tishomingo county
28143,Tunica County,MS,tunica county
28145,Union County,MS,union county
28147,Walthall County,MS,walthall county
28149,Warren County,MS,warren county
28151,Washington County,MS,washington county
28153,Wayne County,MS,wayne county
28155,Webster County,MS,webster county
28157,Wilkinson County,MS,wilkinson county
28159,Winston County,MS,winston county
28161,Yalobusha County,MS,yalobusha county
28163,Yazoo County,MS,yazoo county
29000,MISSOURI,,missouri
29001,Adair County,MO,adair county
29003,Andrew County,MO,andrew county
29005,Atchison County,MO,atchison county
29007,Audrain County,MO,audrain county
29009,Barry County,MO,barry county
29011,Barton County,MO,barton county
29013,Bates County,MO,bates county
29015,Benton County,MO,benton county
29017,Bollinger County,MO,bollinger county
29019,Boone County,MO,boone county
29021,Buchanan County,MO,buchanan county
29023,Butler County,MO,butler county
29025,Caldwell County,MO,caldwell county
29027,Callaway County,MO,callaway county
29029,Camden County,MO,camden county
29031,Cape Girardeau County,MO,cape girardeau county
29033,Carroll County,MO,carroll county
29035,Carter County,MO,carter county
29037,Cass County,MO,cass county
29039,Cedar County,MO,cedar county
29041,Chariton County,MO,chariton county
29043,Christian County,MO,christian county
29045,Clark County,MO,clark county
29047,Clay County,MO,clay county
29049,Clinton County,MO,clinton county
29051,Cole County,MO,cole county
29053,Cooper County,MO,cooper county
29055,Crawford County,MO,crawford county
29057,Dade County,MO,dade county
29059,Dallas County,MO,dallas county
29061,Daviess County,MO,daviess county
29063,DeKalb County,MO,dekalb county
29065,Dent County,MO,dent county
29067,Douglas County,MO,douglas county
29069,Dunklin County,MO,dunklin county
29071,Franklin County,MO,franklin county
29073,Gasconade County,MO,gasconade county
29075,Gentry County,MO,gentry county
29077,Greene County,MO,greene county
29079,Grundy County,MO,grundy county
29081,Harrison County,MO,harrison county
29083,Henry County,MO,henry county
29085,Hickory County,MO,hickory county
29087,Holt County,MO,holt county
29089,Howard County,MO,howard county
29091,Howell County,MO,howell county
29093,Iron County,MO,iron county
29095,Jackson County,MO,jackson county
29097,Jasper County,MO,jasper county
29099,Jefferson County,MO,jefferson county
29101,Johnson County,MO,johnson county
29103,Knox County,MO,knox county
29105,Laclede County,MO,laclede county
29107,Lafayette County,MO,lafayette county
29109,Lawrence County,MO,lawrence county
29111,Lewis County,MO,lewis county
29113,Lincoln County,MO,lincoln county
29115,Linn County,MO,linn county
29117,Livingston County,MO,livingston county
29119,McDonald County,MO,mcdonald county
29121,Macon County,MO,macon county
29123,Madison County,MO,madison county
29125,Maries County,MO,maries county
29127,Marion County,MO,marion county
29129,Mercer County,MO,mercer county
29131,Miller County,MO,miller county
29133,Mississippi County,MO,mississippi county
29135,Moniteau County,MO,moniteau county
29137,Monroe County,MO,monroe county
29139,Montgomery County,MO,montgomery county
29141,Morgan County,MO,morgan county
29143,New Madrid County,MO,new madrid county
29145,Newton County,MO,newton county
29147,Nodaway County,MO,nodaway county
29149,Oregon County,MO,oregon county
29151,Osage County,MO,osage county
29153,Ozark County,MO,ozark county
29155,Pemiscot County,MO,pemiscot county
29157,Perry County,MO,perry county
29159,Pettis County,MO,pettis county
29161,Phelps County,MO,phelps county
29163,Pike County,MO,pike county
29165,Platte County,MO,platte county
29167,Polk County,MO,polk county
29169,Pulaski County,MO,pulaski county
29171,Putnam County,MO,putnam county
29173,Ralls County,MO,ralls county
29175,Randolph County,MO,randolph county
29177,Ray County,MO,ray county
29179,Reynolds County,MO,reynolds county
29181,Ripley County,MO,ripley county
29183,St. Charles County,MO,st. charles county
29185,St. Clair County,MO,st. clair county
